year,type,sentence1,sentence2,similarity_score
2016,question-question,How do I teach my toddler to chew his food?,How do you teach a toddler not to share?,1
2016,question-question,What goes in a student success statement for a faculty application?,What is a good length for the statement of purpose in a U.S. PhD application?,2
2016,question-question,What is the difference between shawarma and gyros?,what is the difference between Erebor and Moria?,0
2016,question-question,Must I enter Europe with Schengen visa from the country where I applied?,"If I have Schengen visa, can I enter Schengen area from different country?",4
2016,question-question,What could be causing my toilet to back up?,What could be causing my bathroom drains to back up?,4
2016,question-question,How to apply for a Schengen visa?,How should I apply for a Schengen visa from the UK?,3
2016,question-question,What is the best way to apply Shellac-based primer?,What is the best way to clean a grater?,0
2016,question-question,How do I make soft chapattis?,How to make chapattis round and of same thickness?,2
2016,question-question,How should you respond to your teacher who cannot help you with a recommendation?,How should you deal with a teacher who is difficult to understand?,2
2016,question-question,How can I replace a ceiling fan light pull chain?,How can I replace a ceiling fan with a regular light fixture?,1
2016,question-question,What should I do with my credit card debt?,What should my credit limit be?,2
2016,question-question,What's the best way to store asparagus?,What's the best way to keep my garage from freezing?,0
2016,question-question,What is the difference between a filler word and a discourse marker?,What is the difference between a copula and a transitive verb?,0
2016,question-question,What's the best way to run a wire from inside my garage to the outside?,What's the best/easiest way to install and wire a wall light?,2
2016,question-question,How can I repair my two sloping concrete slabs?,How can I repair my floors' finish?,1
2016,question-question,Why is my furnace blowing hot air outside through a PVC pipe?,Why is my furnace blowing hot air outside?,3
2016,question-question,Where can I find a good vocabulary list?,Where can I find a good online thesaurus?,1
2016,question-question,Why is my dryer taking longer to dry clothes?,Why does it take my dryer 3 hours to dry a load of clothes?,4
2016,question-question,How do I stop my dog from jumping on me?,How do I stop my dog from barking when I bring him outside?,2
2016,question-question,What is this vocal technique called?,What is this stucco-like finish called?,0
2016,question-question,How can I repair my floors' finish?,How can I repair a leaking shower?,1
2016,question-question,What are some good strength exercises for marathon runners?,What are some good strength training routines for runners?,4
2016,question-question,What kind of socket is this?,What kind of bug is this?,0
2016,question-question,How do I secure an old aluminum/glass sliding door?,How do I measure a standard sliding glass door?,1
2016,question-question,What is the best way to toast pecans?,What is the best way to start learning a new course?,0
2016,question-question,How can I stop this Shower faucet leak?,How do I remove this shower fixture?,1
2016,question-question,What is the actual difference between Graduate and Undergraduate texts?,What is the difference between portamento and glissando?,0
2016,question-question,Should I tell prospective employer that I got a raise at my current job?,How do I bring up that I got a better job offer to my new current employer?,2
2016,question-question,Do I need to replace my hot water tank's pressure release valve?,Do I need to replace this water pressure valve?,3
2016,question-question,How to judge the quality of my own paper?,How can I assess the quality of a paper outside my field?,2
2016,question-question,Which way does the air flow through my furnace?,Which way does air flow into a furnace?,4
2016,question-question,What is the difference between EFTA and the EU?,what is the difference between Erebor and Moria?,0
2016,question-question,Why is my washing machine making this sound?,What is this sound from my washing machine?,4
2016,question-question,How can I stop my cat's playful yet aggressive behavior?,"Is my cat's aggressive behavior playful or mean, and how do I stop it?",3
2016,question-question,How do I convert a ceiling fan with 2 separate wall switches to a separate fan & light switch?,How can I add a new light fixture off of a ceiling fan wired to two switches?,4
2016,question-question,What is the best way to store fresh berries?,What is the best way to fix this garage floor?,0
2016,question-question,How do I remove paint from a wood floor?,How do I remove paint from a porous table top?,1
2016,question-question,How can I repair a towel bar with one end ripped out of the wall?,How can I repair a towel rack that was ripped out of the wall?,4
2016,question-question,What is the difference between a stock and a bond?,What is the difference between chicken cubes and ground chicken?,0
2016,question-question,How to remove a ticks on my dog?,How to remove a tick on a dog?,5
2016,question-question,How can I remove a really stuck screw?,How can I remove a stuck screw that will still turn?,4
2016,question-question,Which reward / benefits credit card is the best value for the money in Canada?,Which reward/benefits card is the best value for money in Australia?,3
2016,question-question,Is it a bad writing practice to start sentences with a verb?,"Paper Title, Is it better to start with a verb?",2
2016,question-question,What is this vocal technique called?,What is this technique called?,3
2016,question-question,What are refereed and non-refereed journals?,What are the differences between Peer Reviewed Journals and Refereed Journals?,4
2016,question-question,How do I pump up water pressure in my shower?,How can I improve the water pressure in my shower?,5
2016,question-question,Schengen visa for UK citizen?,How to apply for a Schengen visa?,2
2016,question-question,What is the best way to toast pecans?,What's the best way to store asparagus?,0
2016,question-question,What can I eat the night before to help me get up in the morning?,What foods can I eat to keep my energy up in an office job in the afternoon?,2
2016,question-question,What could be wrong with my furnace?,What could be wrong with my air conditioner?,2
2016,question-question,What kind of socket is this?,What type of asbestos is this?,0
2016,question-question,"What does the term ""Out of the Furnace"" refer to?","What does the ""to"" mean in the General Welfare Clause?",0
2016,question-question,How can I prepare this old exterior wall for painting?,How do I prepare this exterior concrete wall for paint?,4
2016,question-question,Which part of the GRE is more important to admissions committees?,Why do admissions committees consider the Statement of Purpose to be important?,1
2016,question-question,How do you teach a toddler not to share?,How do you teach a child religious views?,2
2016,question-question,"What was the meaning of ""21 grams""?","What is the meaning of ""$N industry""?",0
2016,question-question,What is the difference between shawarma and gyros?,What is the difference between portamento and glissando?,0
2016,question-question,What is the significance of the cat?,What is the significance of the missing elevator car?,3
2016,question-question,How long is the life of a shot of espresso?,What is the optimal length of time for pulling a shot of espresso?,3
2016,question-question,What is the best way to learn finger-picking on an acoustic guitar?,What is the best way to learn to play a piece on the guitar?,2
2016,question-question,How can I get rid of fleas?,How can I get rid of fleas in my crawlspace forever?,3
2016,question-question,Is it possible to do a Master's in Mathematics after a Bachelor's in Economics?,Can I get a Master's in Economics with a Bachelor's in Mathematics?,5
2016,question-question,Should I switch to third person or continue in first person?,Should I write my biography in the first or third person?,3
2016,question-question,How do I troubleshoot my electric oven?,How do I troubleshoot an electric furnace?,2
2016,question-question,How can I tell whether a mathematics journal seems reputable?,How can I tell if a journal is reputable?,3
2016,question-question,Is there a way to find out if I need a transit visa for a layover in the UK?,"I have a Layover in Japan, Going to stayfor a month, Do I need a Transit Visa?",1
2016,question-question,How can I help my dog adjust to a move?,How do I help my dog adjust after moving?,5
2016,question-question,How long does cooked TVP keep in the fridge?,How long does uncooked meat last when kept in the freezer?,1
2016,question-question,Is it appropriate to call a professor for a recommendation on the weekend?,Is it appropriate to send a gift to a professor for an online course?,1
2016,question-question,How do I pump up water pressure in my shower?,How can I boost the water pressure in my shower?,5
2016,question-question,What is the significance of the cat?,What is the significance of the artwork?,0
2016,question-question,What can I do to fix store-bought mayonnaise that split?,How do I make mayonnaise split?,4
2016,question-question,How can I stop my pie from burning?,How can I safely re-heat a chicken pie without burning the crust?,3
2016,question-question,How can I work out how valuable I am to my boss and company?,How to tell my company that I am having issues with my boss?,1
2016,question-question,Why do you need to peel peaches to can them?,How to peel peaches?,1
2016,question-question,How do I increase the height of a sliding glass door lock?,How do I measure a standard sliding glass door?,1
2016,question-question,"What does it mean by a ""research university""?","What does ""university ranking"" mean for a graduate admissions committee?",1
2016,question-question,How do I clean a very dirty refrigerator?,How do I clean a Hammerite paint brush?,1
2016,question-question,How to apply for a Schengen visa?,Is it possible to get a Schengen visa for future date?,2
2016,question-question,How do I replace a broken halogen bulb in the recessed light in my bathroom?,How to replace recessed halogen light from an eyeball fixture?,3
2016,question-question,Should I negotiate if I'm offered more than what I initially asked for?,"I was offered the minimum salary I requested, should I ask for more?",4
2016,question-question,How can I be sure my water softener is working?,How can I determine what is in my water?,2
2016,question-question,How do I wire a bathroom exhaust fan/light to two switches?,How do I wire a combo with two supplies?,1
2016,question-question,Is it acceptable as referee to contact an author on a paper you review?,Is it appropriate as a referee to contact an author after the editor rejected the manuscript?,3
2016,question-question,What kind of spider web is this - and how do I get rid of it?,"What kind of board is this, and where can I get some?",0
2016,question-question,How should I cite a screenshot in APA style for my student paper?,How should I cite StackOverflow questions in my term paper?,1
2016,question-question,What is a good solo to learn in the Dorian mode?,What is a good guitar solo to learn in the minor scale?,3
2016,question-question,How do I cap a T junction on a roof ridge?,How do I finish a ridge cap?,2
2016,question-question,How do you teach a toddler not to share?,How do you get a child to eat?,1
2016,question-question,Why doesn't my cat lick me?,Why doesn't my cat like being held?,1
2016,question-question,How do I stop my dog from jumping on me?,How do I stop my dog from barking at people through the fence?,2
2016,question-question,How to make a strong mug of filter coffee without any Coffee machine?,How to make a strong mug of instant Coffee?,2
2016,question-question,How do I repair this broken pipe?,How do I level a pipe with the ground?,1
2016,question-question,What are the types of Guitar available and what are the pros and cons of each?,What are the advantages and disadvantages of various methods of supporting the classical guitar?,2
2016,question-question,What type of lag bolts should I use for a deck?,What type of screws should I use?,1
2016,question-question,How do I paint art onto a wall?,How do I make this paint match?,1
2016,question-question,What's the best way to introduce a chinchilla to a household with cats?,What is the best way to introduce cats to newborns?,1
2016,question-question,What's the best way to store potatoes and maximize their shelf-life?,What is the best way to store fresh berries?,0
2016,question-question,How do I fix a hole/gap between my shower tile and the dry wall next to it?,How do I patch a gap between my bathtub and wall?,2
2016,question-question,What is the best way to store fresh berries?,What is the best way to store ground coffee?,1
2016,question-question,What does this tablature notation mean?,What does this notation mean?,4
2016,question-question,How can I get rid of fleas?,How do I get rid of fleas on my rabbit?,3
2016,question-question,How can I add a GFCI receptacle on a circuit with split receptacles?,How can I add a GFCI breaker on two circuits with a shared neutral without rewiring?,3
2016,question-question,What does it mean to write a song in a certain key?,Is it possible to write a song without a key?,1
2016,question-question,What is a good solo to learn in the Dorian mode?,What is a good solo to learn in the major scale?,2
2016,question-question,Why isn't the switch working to turn off my ceiling lamp after I replaced a fan w/light?,Why does my ceiling fan turn off when I turn on the lights?,4
2016,question-question,How long should I wait between grout application and sealant?,How long should I wait for plaster to dry/cure between coats?,1
2016,question-question,What is the difference between a stock and a bond?,What is the difference between a tortoise and a turtle?,0
2016,question-question,How do I remove paint from a wood floor?,How to remove milk smell from hardwood floor?,2
2016,question-question,How does Paying credit card in full VS paying with interest will affect your credit score?,Will paying off a credit card early affect my credit score?,3
2016,question-question,What is the difference between mono and stereo?,What is the difference between balls in Test and ODI Cricket?,0
2016,question-question,What is the best way to store my sleeping bag for long periods of time?,What's the best way to store asparagus?,0
2016,question-question,How long can you keep chocolate in the freezer?,How long can I keep bread dough in the refrigerator?,1
2016,question-question,Should I contact a PhD student or his supervisor for potential collaboration?,How should a PhD student approach a collaboration?,3
2016,question-question,How to make good coffee in a Moka pot?,How to make more than one good cup of coffee with a moka pot?,4
2016,question-question,How do I prepare this porous interior wall for paint?,How do I install a new interior partition wall?,1
2016,question-question,What could be causing my GFCI to trip?,What could be causing my GFCI outlet to trip?,4
2016,question-question,How do I prepare this porous interior wall for paint?,How do I make this paint match?,1
2016,question-question,What could be wrong with my furnace?,What is wrong with my gas furnace?,4
2016,headlines,"Driver backs into stroller with child, drives off","Driver backs into mom, stroller with child then drives off",4
2016,headlines,Spain Princess Testifies in Historic Fraud Probe,Spain princess testifies in historic fraud probe,5
2016,headlines,Senate confirms Obama nominee to key appeals court,Senate approves Obama nominee to key appeals court,5
2016,headlines,U.N. rights chief presses Egypt on Mursi detention,UN Rights Chief Presses Egypt on Morsi Detention,5
2016,headlines,US Senate confirms Janet Yellen as US Federal Reserve chief,Senate confirms Janet Yellen as next Federal Reserve Chair,5
2016,headlines,Syrian Rebel Groups Battle Each Other in North,Syrian rebel groups battle each other in north,5
2016,headlines,Mayawati demands president's rule in Kashmir,Mayawati demands Presidents rule in Jammu and Kashmir,3
2016,headlines,Uganda's president signs anti-gay bill,Uganda's president signs harsh anti-gay law,4
2016,headlines,"Rocks, Tear Gas Fly as Thai Protests Heat Up","Rocks, tear gas fly as Thai protests heat up",5
2016,headlines,Boston bombing suspect buried in Virginia,Boston bomb suspect buried in Virginia cemetery,5
2016,headlines,Six dead in Philippine restaurant blast,6 killed in Philippines restaurant blast,5
2016,headlines,China army newspaper hits out at US's PRISM programme,China army newspaper slams US's PRISM program,5
2016,headlines,Silvio Berlusconi expelled from Italy's parliament,Silvio Berlusconi expelled from parliament,4
2016,headlines,Two killed in Bahrain car explosion,Two killed in Bahrain car blast,5
2016,headlines,Russia warns it will respond if interests attacked in Ukraine,Russia warns it will 'respond' if interests in Ukraine attacked,5
2016,headlines,Hosni Mubarak retrial adjourned until 8 June,Mubarak retrial adjourned to June,4
2016,headlines,US drone strike kills eight in Waziristan,US drone strike kills 11 in Pakistan,2
2016,headlines,Egypt protesters defy cabinet threat to end sit-ins,Egypt protesters defy cabinet threat,4
2016,headlines,Couple marry in the UK's first Scientology wedding,Couple get married in Britain's first Scientology wedding,5
2016,headlines,Russian opposition leader under house arrest,Russian Opposition Leader Placed Under House Arrest,5
2016,headlines,Senate confirms Janet Yellen as chair of US Federal Reserve,Senate confirms Janet Yellen as next Federal Reserve Chair,5
2016,headlines,Qatar's emir hands power to his son,Qatari emir hands power to son Tamim,4
2016,headlines,"Philippines typhoon death toll feared to hit 7,000","Philippines typhoon death toll rises above 5,000",3
2016,headlines,Egypt braces for 'Friday of anger' after carnage,Egypt braces for Friday of anger after bloody crackdown,4
2016,headlines,Red Sox Beat Tigers 5-2 to Advance to World Series,Red Sox beat Tigers to reach World Series,4
2016,headlines,China lands Jade Rabbit robot rover on Moon,China lands robot rover on moon,4
2016,headlines,Ukrainian parliament dismisses president,Ukraine's parliament votes to dismiss president,4
2016,headlines,Venezuela lawmakers brawl amid election tensions,Venezuela lawmakers brawl over election,5
2016,headlines,"North Korea Warns Foreigners in South, Advising Evacuation",North Korea warns foreigners in South to evacuate,5
2016,headlines,Captain of sunken South Korean ferry arrested,Captain of capsized S Korean Ferry Arrested,4
2016,headlines,"Cars, drivers plunge into river after Wash. I-5 bridge collapse",Cars plunge into river as US bridge collapses,3
2016,headlines,Israel confirms strike on Syria targeted weapons,Israel officials: Strike on Syria targeted weapons,5
2016,headlines,"Death toll in Syria now tops 100,000","Death toll in Syria over 100,000 so far",5
2016,headlines,"Communist rebels ambush Philippine police, kill 7",Communist rebels kill eight Philippine police,4
2016,headlines,"Egypt's Morsi faces trial for prison break, murder, says prosecution",Egypt's Morsi faces trial for prison break,3
2016,headlines,Iran Nuclear Talks Enter Third Day,Iran nuclear talks enter crucial third day,5
2016,headlines,Jurors find Jodi Arias eligible for death penalty,"Jodi Arias eligible for death penalty, jury says",5
2016,headlines,Thai army declares martial law,"Thailand's army declares martial law, denies coup",3
2016,headlines,Woman dies while riding roller coaster in Texas,Woman dies riding roller coaster at Texas amusement park,4
2016,headlines,Nobel author Doris Lessing dies at 94,Nobel Prize winning author Doris Lessing dies,4
2016,headlines,Over 100 dead as typhoon slams central Philippines,At least 100 dead as typhoon batters Philippines,5
2016,headlines,First post office savings bank ATM opens in Chennai,India's first post office savings bank ATM inaugurated in Chennai,4
2016,headlines,Israel agrees to 12 hour ceasefire,Israel agrees to 24-hour Gaza truce,3
2016,headlines,Twitter reports blocking in Venezuela,Twitter says images blocked in Venezuela,4
2016,headlines,Quake of 6.2 magnitude strikes off Indonesia's Sumatra - USGS,Earthquake of 6.9 magnitude strikes off Indonesia island,3
2016,headlines,US Supreme Court limits president's recess appointments power,High court checks President's recess appointment power,5
2016,headlines,British stuntman fell to his death in wing suit mishap,British stuntman dies in wingsuit mishap in Alps,4
2016,headlines,"Euro crisis is over, says France's Francois Hollande","Eurozone debt crisis is over, says France's President",4
2016,headlines,What makes India vote? Jaipur Lit Fest debates,What makes India vote? Debate at Jaipur Literature Festival,5
2016,headlines,White diamond breaks record in Hong Kong auction,White diamond fetches record $34m at HK auction,4
2016,headlines,Chinese satellite spots large object in search area,Malaysia: Chinese satellite found object in ocean,3
2016,headlines,Goa building collapse death toll touches 15,Indian building collapse deaths rise to 14,3
2016,headlines,Pak religious body endorses underage marriage,CII endorses underage marriage,3
2016,headlines,Treasury proposal sees 1.5% increase in income tax,Treasury proposes 1.5% income tax raise in budget,4
2016,headlines,"EU Ministers of Employment and Social policy will discuss how to boost employment, integrate social and economic policies",EU Ministers of Employment and Social policy to discuss employment boosting strategies,3
2016,headlines,Hamas Urges Hizbullah to Pull Fighters Out of Syria,Hamas calls on Hezbollah to pull forces out of Syria,5
2016,headlines,U.S. and Russia reach a deal on Syria's chemical weapons,"China welcomes US, Russia deal on Syria chemical weapons",3
2016,headlines,"PSNI failed RUC officers, tribunal told",13:23 PSNI 'failed RUC officer families',4
2016,headlines,Stocks edge lower following retail earnings,Stocks edge lower after earnings from retailers,5
2016,headlines,Police helicopter crashes into Scottish pub,Police helicopter crashes on top of bar in Glasgow,4
2016,headlines,US ups pressure on Israel as UN demands Gaza truce,"US, UN up pressure on Israel over Gaza",4
2016,headlines,Australian PM says 'Very confident' signals are from black box,Australian PM confident sounds are from Flight 370,4
2016,headlines,"Mt Gox reveals 200,000 'forgotten' bitcoin haul","Mt Gox finds 200,000 'forgotten' bitcoins",5
2016,headlines,Mandela's condition has 'improved',Mandela's condition has 'worsened over past 48 hours',1
2016,headlines,Chinese lunar rover lands on moon,China lands robot rover on moon,5
2016,headlines,"Boy, 14, arrested for sex attacks around a university campus",Two teenagers arrested after string of sex attacks on Manchester University campus,2
2016,headlines,Philippe becomes king of Belgium,Philippe ascends throne of divided Belgium,4
2016,headlines,India anti-graft party takes charge in New Delhi,India's Anti-Graft Party Forms Government in Delhi,4
2016,headlines,Spain approves new restrictive abortion law,Spanish government approves tight restrictions on abortion,5
2016,headlines,Obama orders Syria 'gas attack' inquiry,UN urges Syria gas attack inspection,2
2016,headlines,German ambassador's Athens residence shot at,Shots fired at German ambassador's residence in Athens,5
2016,headlines,Ukraine's jailed opposition icon Tymoshenko walks free,Ukraine's opposition chief wants more protests,2
2016,headlines,Oklahoma examines what went wrong in botched execution,Okla. inmate dies of heart attack after botched execution,3
2016,headlines,Napolitano elected for second term as Italy president,Italian President Napolitano elected for second term,5
2016,headlines,More than 100 injured in Texas plant blast,Hundreds believed injured in Texas fertiliser plant blast,4
2016,headlines,UN court convicts 6 Bosnian Croats of atrocities,UN War Crimes Court Convicts Six Bosnians Croats,4
2016,headlines,Saudi man with pressure cooker arrested at Detroit airport,Saudi Man Traveling With Pressure Cooker Arrested,4
2016,headlines,North Korea says to put US citizen on trial,North Korea says detained American tourist to face trial,5
2016,headlines,Thai protests escalate amid violence,Thai protesters call general strike,3
2016,headlines,Egypt imposes state of emergency after 95 people killed,Egypt announces one-month state of emergency nationwide,3
2016,headlines,Rallies demand 'Justice for Trayvon',"Across US, people rally for 'Justice for Trayvon'",4
2016,headlines,"UN warns of plight of women, children in Syria's Homs","UNICEF calls for immediate safe access to women, children in Homs",3
2016,headlines,Redford touts Alberta economy ahead of vote on leadership,Redford addresses PC convention ahead of leadership review,2
2016,headlines,"Hagel, Dempsey face Congress over defense budget","Hagel laments ""political"" changes to US defence budget",4
2016,headlines,Sony to sell PC unit and cut jobs,Sony to axe PC unit in major business overhaul,3
2016,headlines,Man kills 4 in Calif. before police shoot him dead,Police: Gunman killed 6 in California shootings,2
2016,headlines,N. Korea Deports Elderly American,North Korea deports detained US war veteran,2
2016,headlines,Search leader urges caution in findings related to missing Malaysian jetliner,Searchers hoping pings come from lost Malaysian airliner,1
2016,headlines,"Mandela remembered by family, as stadium memorial service is planned",Mandela's family thanks nation and world for support,1
2016,headlines,Protests after George Zimmerman acquitted in Trayvon Martin case,Zimmerman acquitted in slaying,3
2016,headlines,Ukrainian presidency says deal reached at crisis talks,Ukraine rivals sign deal to end crisis,4
2016,headlines,Obama mulls limited military action in Syria,"Obama urges military action against Syria, but will seek Congress' OK",2
2016,headlines,"Syria's PM escapes assassination try, regime says",Syrian prime minister survives assassination attempt,4
2016,headlines,Obama holds out over Syria strikes,UK urges countries over Syria aid,1
2016,headlines,Jordan elected to take Saudi seat on UN Security Council,Jordan elected to UN security council seat that Saudi Arabia rejected,3
2016,headlines,Maldives begins to vote in controversy-ridden presidential poll,Crisis-hit Maldives holds new presidential poll,3
2016,headlines,At least 18 killed in Iraq mosque bombing,More than 60 killed at Iraq funeral,0
2016,headlines,Police surround protesters in Belfast ahead of G8,Peaceful anti-G8 protest held in Belfast,3
2016,headlines,George Zimmerman found not guilty of Trayvon Martin murder,George Zimmerman Verdict Propels Cable News Into Talkradio Mode,1
2016,headlines,"Ten rescued off Waterford, Dublin coasts",Six rescued after boat capsizes in Dublin Bay,3
2016,headlines,Mandela spends third day in hospital,Mandela in Hospital for 3rd Day,5
2016,headlines,One killed in clashes at Muslim Brotherhood Cairo offices,Egypt: Protesters storm Muslim Brotherhood's HQ,2
2016,headlines,Saudi Women To Protest Against Driving Ban,Saudi women drive in protest with little problem,2
2016,headlines,"Obama, Hollande Hail Transformed US-French Relationship",Hollande arrives for US state visit,1
2016,headlines,Russian parliament allows Putin to use military in Ukraine,President Obama warns Russia to stay out of Ukraine,1
2016,headlines,Nelson Mandela hospital release reports 'incorrect',Nelson Mandela Goes Home After Hospital Stay,2
2016,headlines,World stocks rise on hopes Fed to keep stimulus,Fed expected to maintain stimulus,1
2016,headlines,No winners in a war of sanctions,The impact of sanctions on Russia,1
2016,headlines,South Korean soldier reportedly flees after killing 5 comrades at border with North Korea,South Korean Soldier Kills Comrades And Flees,4
2016,headlines,World Cup hit by new stadium death,Worker dies at World Cup stadium,3
2016,headlines,Tata Nano and other Indian small cars fail crash tests,How does world's cheapest car do in crash test?,1
2016,headlines,"Greece reaches agreement with troika, bailout tranche expected within days",Debt inspectors reach agreement with Greece,3
2016,headlines,Murray ends 77-year wait for British win,Murray wins Wimbledon title ends Britains 77year agony,5
2016,headlines,Malaysia Airlines plane crashes on Ukraine-Russia border - live,US: Russia Massing Troops on Ukraine Border,0
2016,headlines,Tycoon claims win in Ukraine and promises to seek future in EU,Polling stations open at Ukrainian presidential election,0
2016,headlines,US to Determine Extent of Chemical Weapons Use by Syria,What we know so far about chemical weapons in Syria's civil war,2
2016,headlines,The covert war in Pakistan,New major earthquake rocks southwest Pakistan,0
2016,headlines,Syria agrees to surrender chemical weapons,"UK's Cameron: Syria, Russia must show chemical arms proposal is genuine",2
2016,headlines,Russia's Putin claims authority to invade Ukraine,Kremlin: Putin yet to decide on using Russian troops in Ukraine,2
2016,headlines,Senior CPC official meets top DPRK leader's special envoy,North Korean leader sends 'special envoy' to China,3
2016,headlines,Turkey unrest goes on despite end to park protest,"Turkish PM Erdogan says ""duty"" to order crackdown on Istanbul park protest",1
2016,headlines,Pope calls for action on climate change in draft encyclical,Pope urges action on climate change in draft encyclical,5
2016,headlines,Singapore shares open 0.28% lower on Thursday,Singapore shares open 0.19% higher on Thursday,2
2016,headlines,Who Is Jihadi John?,Who was 'Jihadi John?',5
2016,headlines,"Iran, IAEA Officials Meet Ahead of March Nuclear Deadline","Iran, IAEA officials meet ahead of March nuclear deadline: ISNA",5
2016,headlines,Headlines in major Iranian newspapers on Oct 4,Headlines in several Iranian newspapers on Oct 19,2
2016,headlines,Bombings kill 9 people in Iraqi capital,Bombings kill 19 people in Iraq,2
2016,headlines,US Attorney General Holder resigns,US Attorney general Eric Holder to resign,4
2016,headlines,"U.S., EU Widen Sanctions On Russia","U.S., EU Boost Sanctions On Russia",5
2016,headlines,10 Things to Know for Wednesday,10 Things to Know for Thursday,2
2016,headlines,Top Asian News at 2:30 p.m. GMT,Top Asian News 1:25 p.m. GMT,1
2016,headlines,How the Dow Jones Industrial Average Did Wednesday,How the Dow Jones Industrial Average Fared on Monday,2
2016,headlines,"Hajj to go ahead despite crane collapse, officials vow",Hajj to go ahead despite crane collapse,4
2016,headlines,US House Republicans elect Paul Ryan as speaker,US House Republicans eye reluctant Ryan for speaker,3
2016,headlines,Top Asian News at 4:00 p.m. GMT,Top Asian News 8:39 a.m. GMT,3
2016,headlines,Singapore shares open 0.83% higher on Wednesday,Singapore shares open 0.06% lower on Tuesday,1
2016,headlines,China treasury bond futures open higher Tuesday,China treasury bond futures close mixed Wednesday,1
2016,headlines,US Attorney General Holder resigns,Attorney General Eric Holder to Resign,5
2016,headlines,Headlines in major Iranian newspapers on Sept 27,Headlines in several Iranian newspapers on Oct 19,3
2016,headlines,AbbVie Sours on $55B Shire Deal After Tax Changes,AbbVie cools on $55bn Shire deal after US tax changes,5
2016,headlines,China on high alert for typhoon Kalmaegi,China issues yellow alert for typhoon Kalmaegi,4
2016,headlines,Saudi-led airstrikes hit Yemeni capital,Saudi airstrikes in Yemen's capital kill 29,3
2016,headlines,New UN peacekeeping chief named for Central African Republic,UN takes over peacekeeping in Central African Republic,2
2016,headlines,Militant attack from Afghanistan kills four in Upper Dir,Militant attack from Afghanistan kills FC soldier in Balochistan,3
2016,headlines,Mali hunts jihadist nightclub killers,Militants attack UN as Mali hunts jihadist nightclub killers,3
2016,headlines,7.3 magnitude earthquake strikes Nepal,6.6-magnitude earthquake strikes off Indonesia,1
2016,headlines,Tokyo shares open higher over buoyant U.S. market,Tokyo shares open higher tracing U.S. gains,4
2016,headlines,Iran's parliament backs nuclear deal,Iran hardliners attack nuclear deal,1
2016,headlines,Hawaii preps for first hurricane in 22 years,Hawaii bracing as first hurricane in 22 years approaches,5
2016,headlines,Iraq bombings kill at least 26,Iraq suicide bomber kills at least 12,2
2016,headlines,Sierra Leone in Ebola lockdown,Sierra Leone Reaches Final Day of Ebola Lockdown,3
2016,headlines,Tokyo shares open higher on buoyant U.S. market,Tokyo shares open higher following strong U.S. performance,4
2016,headlines,Oil falls in Asian trade,Oil prices down in Asian trade,5
2016,headlines,Israeli forces detain Palestinian MP in Hebron,Israeli forces detain 2 Palestinians in overnight arrest raids,3
2016,headlines,"4 killed, several injured in SW China car accident","Two killed, seventeen injured in Raiwind road accident",0
2016,headlines,"More than 3,400 migrants rescued at sea in Mediterranean","Over 2,000 migrants rescued from wooden boats in Mediterranean",3
2016,headlines,Lewis Hamilton Takes Pole for Russian GP,Lewis Hamilton wins inaugural Russian GP,4
2016,headlines,UN Security Council hears Yemen envoy's final ...,UN Security Council urges Yemen's Houthis to end...,2
2016,headlines,"Israeli forces arrest 21 Palestinians overnight, clash with locals",Israeli security forces arrest 8 Palestinians in overnight West Bank sweeps,1
2016,headlines,13 killed in Afgan terror attack,6 killed in Afghan capital mosque attack,2
2016,headlines,"4 dead, 3 injured in east China road accident","2 dead, 8 injured in central Israel traffic accident",0
2016,headlines,Rev's Early Reads: March 2,"Rev.'s Early Reads: Sept. 3rd, 2015",2
2016,headlines,Markets Live: Waiting for China data,Markets Live: China drags,2
2016,headlines,"Palestinians, Israeli police clash at Jerusalem's al-Aqsa",Palestinian Shot by Israeli Police in East Jerusalem Dies,2
2016,headlines,Suspected Boko Haram suicide bombers in Nigeria kill 24,Suspected Boko Haram attacks kill dozens in Nigeria,4
2016,headlines,The end of the Hong Kong protests?,UK 'concern' over Hong Kong protests,2
2016,headlines,Russian warplanes strike inside Syria,Russian roulette in Syria,2
2016,headlines,CCTV of gunmen in Tunisia museum attack,19 killed in Tunis museum attack,1
2016,headlines,Live Blog: Ukraine In Crisis,Live Blog: Iraq In Turmoil,0
2016,headlines,Israeli police clash with Palestinian protesters at sensitive Jerusalem holy site,Israel Police Clash With Palestinians in Jerusalem,3
2016,headlines,Nigeria Votes in Tight Presidential Election,Guineans Go to the Polls in Presidential Elections,2
2016,headlines,Prince William dons samurai gear on Japan tour,Prince William of Britain arrives in Beijing,2
2016,headlines,Pope canonizes 2 Palestinians,Sweden recognizes Palestinian state,0
2016,headlines,"3 killed, 4 injured in Los Angeles shootings",Five killed in Saudi Arabia shooting,0
2016,headlines,Micronesia vice president to visit China,Vice President of Bolivia to visit China,2
2016,headlines,Islamic State issues video of beheading of US hostage,Islamic State posts second propaganda video of UK hostage,3
2016,headlines,Iran ends cooperation agreement with Pakistan,"Iran, Tajikistan sign cooperation agreement",2
2016,headlines,Teenager tests negative for Ebola,Texas hospital worker tests positive for Ebola,1
2016,headlines,Texas sues over Syrian refugees,Turkey 'exploits' Syrian refugees,1
2016,headlines,New US Sanctions Target Overseas Cyber Attackers,China disagrees with U.S. sanctions program on overseas cyber attackers,2
